timestamp,pump_id,temperature_C,pressure_bar,flow_m3h,power_kW,rpm,vibration_mms,operating_hours,status
2026-03-30 12:00:00,P-101,64.42,5.177,236.83,38.25,1462.2,2.152,2627.44,Normal
2026-03-30 12:15:00,P-102,64.81,5.412,255.73,36.51,1421.7,2.206,2627.46,Normal
2026-03-30 12:30:00,P-103,66.95,5.212,254.9,37.07,1454.9,2.164,2627.47,Normal
2026-03-30 12:45:00,P-103,64.14,5.421,234.86,34.34,1447.3,,2627.48,Normal
2026-03-30 13:00:00,P-101,78.27,4.814,235.4,35.19,1449.2,4.735,2627.5,Warning
2026-03-30 13:15:00,P-101,75.44,4.405,249.28,34.69,1418.2,3.293,2627.52,Warning
2026-03-30 13:30:00,P-101,76.32,4.346,227.56,31.53,1450.6,3.724,2627.53,Warning
2026-03-30 13:45:00,P-104,76.47,4.613,235.13,30.68,1452.3,4.327,2627.54,Warning
2026-03-30 14:00:00,P-103,68.52,4.556,220.27,32.16,1417.9,3.486,2627.56,Warning
2026-03-30 14:15:00,P-101,72.21,4.526,230.01,34.27,1429.3,4.206,2627.58,Warning
2026-03-30 14:30:00,P-102,78.92,4.751,225.96,30.83,1452.8,3.499,2627.59,Warning
2026-03-30 14:45:00,P-101,75.6,4.425,212.34,37.86,1457.3,7.896,2627.6,Warning
2026-03-30 15:00:00,P-103,76.05,5.091,220.99,33.34,1449.1,4.028,2627.62,Warning
2026-03-30 15:15:00,P-104,77.77,4.583,224.84,33.88,1450.8,4.701,2627.64,Warning
2026-03-30 15:30:00,P-101,73.2,4.397,218.37,31.75,1450.5,3.726,2627.65,Warning
2026-03-30 15:45:00,P-102,74.57,4.215,219.36,31.27,1440.2,3.547,2627.66,Warning
2026-03-30 16:00:00,P-104,74.43,4.767,219.6,32.82,1446.8,3.657,2627.68,Warning
2026-03-30 16:15:00,P-103,79.71,4.446,225.34,30.46,1424.8,4.404,2627.7,Warning
2026-03-30 16:30:00,P-102,70.48,4.568,234.23,29.38,1439.5,3.336,2627.71,Warning
2026-03-30 16:45:00,P-102,72.98,4.479,203.21,29.91,1449.2,3.868,2627.72,Warning
2026-03-30 17:00:00,P-101,67.15,4.223,204.42,28.3,1472.2,3.767,2627.74,Warning
2026-03-30 17:15:00,P-101,74.82,4.459,208.92,30.87,1447.8,3.404,2627.76,Warning
2026-03-30 17:30:00,P-102,75.81,4.599,217.62,30.48,1487.1,4.61,2627.77,Warning
2026-03-30 17:45:00,P-103,80.29,4.537,216.89,31.02,1484.7,3.32,2627.78,Warning
2026-03-30 18:00:00,P-103,81.3,4.364,205.93,28.82,1451.3,3.904,2627.8,Warning
2026-03-30 18:15:00,P-104,70.88,4.154,203.22,27.55,1442.6,3.876,2627.82,Warning
2026-03-30 18:30:00,P-103,75.83,4.15,208.31,28.25,1490.8,3.441,2627.83,Warning
2026-03-30 18:45:00,P-103,74.94,4.177,197.21,28.13,1463.4,4.291,2627.84,Warning
2026-03-30 19:00:00,P-102,78.32,4.527,227.04,29.89,1457.9,3.827,2627.86,Warning
2026-03-30 19:15:00,P-102,81.01,4.342,206.37,26.25,1437.0,3.894,2627.88,Warning
2026-03-30 19:30:00,P-103,76.82,4.207,200.4,28.09,1442.3,4.143,2627.89,Warning
2026-03-30 19:45:00,P-104,79.23,4.587,212.92,32.74,1432.0,3.536,2627.9,Warning
2026-03-30 20:00:00,P-104,74.37,4.06,185.99,26.04,1476.8,3.902,2627.92,Warning
2026-03-30 20:15:00,P-102,73.81,4.553,213.11,27.16,1459.0,4.387,2627.94,Warning
2026-03-30 20:30:00,P-102,74.84,4.403,201.65,25.76,1444.4,3.817,2627.95,Warning
2026-03-30 20:45:00,P-104,74.41,4.046,205.78,26.11,1441.5,4.21,2627.96,Warning
2026-03-30 21:00:00,P-101,69.21,4.228,192.39,25.25,1432.2,2.712,2627.98,Warning
2026-03-30 21:15:00,P-104,78.02,3.935,193.7,27.59,1448.7,4.0,2628.0,Warning
2026-03-30 21:30:00,P-102,72.88,4.14,192.16,24.01,1453.1,4.299,2628.01,Warning
2026-03-30 21:45:00,P-104,74.43,4.072,188.13,25.45,1409.0,3.163,2628.02,Warning
2026-03-30 22:00:00,P-104,77.06,4.266,193.95,25.78,1432.6,3.517,2628.04,Warning
2026-03-30 22:15:00,P-103,73.35,4.335,202.18,29.34,1437.8,3.687,2628.06,Warning
2026-03-30 22:30:00,P-101,73.88,4.473,194.71,28.6,1469.5,4.064,2628.07,Warning
2026-03-30 22:45:00,P-104,77.04,3.96,190.91,25.66,1440.0,3.709,2628.08,Warning
2026-03-30 23:00:00,P-104,71.72,4.365,186.63,27.82,1417.7,4.087,2628.1,Warning
2026-03-30 23:15:00,P-104,67.09,4.202,176.69,25.66,1430.2,3.655,2628.12,Warning
2026-03-30 23:30:00,P-103,,3.977,184.79,26.26,1481.0,4.44,2628.13,Warning
2026-03-30 23:45:00,P-104,74.71,4.113,197.36,25.64,1443.3,3.467,2628.14,Warning
2026-03-31 00:00:00,P-101,73.1,4.123,207.29,24.91,1431.3,4.225,2628.16,Warning
2026-03-31 00:15:00,P-102,71.98,4.228,178.81,23.72,1419.9,3.768,2628.18,Warning
2026-03-31 00:30:00,P-101,68.46,4.037,183.9,24.53,1450.4,3.34,2628.19,Warning
2026-03-31 00:45:00,P-101,70.73,4.16,196.64,26.11,1452.3,3.767,2628.2,Warning
2026-03-31 01:00:00,P-101,72.8,4.209,190.81,25.37,1457.9,3.92,2628.22,Warning
2026-03-31 01:15:00,P-104,72.17,4.254,199.31,24.97,1499.1,3.068,2628.24,Warning
2026-03-31 01:30:00,P-101,71.1,4.156,189.55,27.51,1427.7,3.581,2628.25,Warning
2026-03-31 01:45:00,P-101,71.15,3.872,194.46,26.41,1443.4,4.197,2628.26,Warning
2026-03-31 02:00:00,P-101,74.4,4.284,190.88,24.16,1455.3,3.907,2628.28,Warning
2026-03-31 02:15:00,P-103,73.13,4.2,192.18,27.37,1442.1,3.995,2628.3,Warning
2026-03-31 02:30:00,P-104,74.82,4.36,207.83,28.35,1412.8,3.279,2628.31,Warning
2026-03-31 02:45:00,P-103,64.74,4.101,184.91,25.15,1459.2,3.602,2628.32,Warning
2026-03-31 03:00:00,P-104,75.62,4.317,198.18,25.88,1438.6,3.872,2628.34,Warning
2026-03-31 03:15:00,P-102,71.2,4.276,210.79,29.11,1430.8,3.145,2628.36,Warning
2026-03-31 03:30:00,P-101,69.22,3.99,204.15,25.07,1433.9,4.265,2628.37,Warning
2026-03-31 03:45:00,P-102,73.38,4.416,187.31,26.12,1477.9,4.618,2628.38,Warning
2026-03-31 04:00:00,P-103,75.56,4.688,210.22,31.03,1473.4,3.688,2628.4,Warning
2026-03-31 04:15:00,P-101,64.88,4.552,202.52,28.9,1430.4,4.076,2628.42,Warning
2026-03-31 04:30:00,P-102,68.11,4.59,205.58,27.43,1418.8,3.448,2628.43,Warning
2026-03-31 04:45:00,P-101,70.97,4.322,213.27,41.78,1466.2,7.504,2628.44,Warning
2026-03-31 05:00:00,P-101,67.85,4.302,200.76,29.13,1487.0,3.608,2628.46,Warning
2026-03-31 05:15:00,P-104,70.56,4.07,197.91,27.67,1492.0,3.268,2628.48,Warning
2026-03-31 05:30:00,P-102,72.96,4.451,212.77,27.74,1424.5,4.057,2628.49,Warning
2026-03-31 05:45:00,P-102,70.55,4.28,208.13,30.72,1474.4,,2628.5,Warning
2026-03-31 06:00:00,P-102,73.54,4.328,204.34,26.84,1449.9,4.29,2628.52,Warning
2026-03-31 06:15:00,P-102,72.69,4.376,207.5,29.66,1415.3,4.146,2628.54,Warning
2026-03-31 06:30:00,P-103,70.16,4.326,196.7,29.83,1434.5,3.251,2628.55,Warning
2026-03-31 06:45:00,P-101,72.03,4.304,216.79,33.82,1435.9,3.844,2628.56,Warning
2026-03-31 07:00:00,P-103,69.88,4.148,213.78,28.05,1458.6,3.836,2628.58,Warning
2026-03-31 07:15:00,P-101,72.63,4.54,211.43,29.66,1425.4,3.462,2628.6,Warning
2026-03-31 07:30:00,P-101,65.32,4.244,207.15,26.1,1467.0,3.674,2628.61,Warning
2026-03-31 07:45:00,P-103,74.73,4.671,226.61,32.02,1458.6,,2628.62,Warning
2026-03-31 08:00:00,P-101,71.27,4.542,207.7,28.33,1468.4,3.422,2628.64,Warning
2026-03-31 08:15:00,P-101,78.23,4.311,226.44,32.27,1438.1,4.707,2628.66,Warning
2026-03-31 08:30:00,P-104,71.07,4.901,238.81,34.91,1457.1,4.503,2628.67,Warning
2026-03-31 08:45:00,P-102,73.42,4.747,230.96,36.81,1431.4,4.372,2628.68,Warning
2026-03-31 09:00:00,P-103,58.35,5.003,218.78,29.52,1462.2,1.826,2628.7,Normal
2026-03-31 09:15:00,P-104,64.12,5.151,241.38,34.52,1445.7,1.961,2628.72,Normal
2026-03-31 09:30:00,P-102,61.25,5.018,217.91,31.83,1447.5,2.039,2628.73,Normal
2026-03-31 09:45:00,P-103,60.28,5.124,220.92,31.07,1449.4,1.99,2628.74,Normal
2026-03-31 10:00:00,P-101,61.65,5.059,240.25,32.97,1418.7,2.252,2628.76,Normal
2026-03-31 10:15:00,P-101,65.91,5.581,240.72,36.62,1471.4,2.019,2628.78,Normal
2026-03-31 10:30:00,P-103,61.93,5.111,242.0,37.01,1451.5,2.043,2628.79,Normal
2026-03-31 10:45:00,P-104,61.13,5.047,251.42,32.34,1471.5,2.08,2628.8,Normal
2026-03-31 11:00:00,P-102,66.79,5.169,245.13,35.83,1470.2,2.214,2628.82,Normal
2026-03-31 11:15:00,P-101,61.99,5.057,218.36,31.4,1435.4,2.032,2628.84,Normal
2026-03-31 11:30:00,P-102,65.97,5.292,234.99,33.35,1445.1,2.078,2628.85,Normal
2026-03-31 11:45:00,P-102,63.2,5.228,234.03,31.18,1422.1,1.969,2628.86,Normal
2026-03-31 12:00:00,P-102,64.97,,234.33,35.43,1472.1,2.269,2628.88,Normal
2026-03-31 12:15:00,P-102,65.23,5.122,226.59,32.55,1455.8,2.36,2628.9,Normal
2026-03-31 12:30:00,P-104,68.15,5.304,238.59,32.64,1453.6,2.206,2628.91,Normal
2026-03-31 12:45:00,P-103,68.1,5.183,238.8,32.75,1445.0,2.042,2628.92,Normal
2026-03-31 13:00:00,P-101,68.09,5.26,234.85,34.39,1432.5,1.81,2628.94,Normal
2026-03-31 13:15:00,P-101,64.77,5.407,248.37,34.23,1473.1,2.482,2628.96,Normal
2026-03-31 13:30:00,P-104,63.77,5.03,243.57,32.86,1486.1,2.124,2628.97,Normal
2026-03-31 13:45:00,P-103,67.34,5.425,235.97,34.15,1473.8,2.362,2628.98,Normal
2026-03-31 14:00:00,P-101,69.43,5.223,235.61,34.69,1447.0,2.456,2629.0,Normal
2026-03-31 14:15:00,P-103,69.44,5.076,229.19,36.19,1457.0,2.324,2629.02,Normal
2026-03-31 14:30:00,P-101,65.76,5.051,226.43,31.83,1469.3,2.261,2629.03,Normal
2026-03-31 14:45:00,P-102,67.86,,221.19,33.26,1451.7,2.269,2629.04,Normal
2026-03-31 15:00:00,P-102,69.07,5.182,227.55,36.17,1485.0,2.137,2629.06,Normal
2026-03-31 15:15:00,P-102,65.78,4.803,222.71,29.54,1472.5,1.826,2629.08,Normal
2026-03-31 15:30:00,P-103,68.54,5.308,248.07,35.03,1500.1,2.342,2629.09,Normal
2026-03-31 15:45:00,P-102,65.54,4.913,205.2,31.4,1453.5,1.724,2629.1,Normal
2026-03-31 16:00:00,P-101,64.51,5.152,220.49,31.6,1406.5,1.979,2629.12,Normal
2026-03-31 16:15:00,P-104,64.2,4.876,215.27,30.11,1451.3,1.887,2629.14,Normal
2026-03-31 16:30:00,P-102,66.99,5.542,238.31,35.26,1443.2,2.283,2629.15,Normal
2026-03-31 16:45:00,P-103,62.57,5.073,209.16,31.9,1453.1,2.05,2629.16,Normal
2026-03-31 17:00:00,P-102,66.38,5.018,221.18,30.1,1482.1,1.881,2629.18,Normal
2026-03-31 17:15:00,P-102,66.06,5.064,207.27,30.08,1440.2,1.917,2629.2,Normal
2026-03-31 17:30:00,P-103,68.19,4.795,206.52,30.45,1435.0,2.362,2629.21,Normal
2026-03-31 17:45:00,P-104,68.85,4.898,204.29,27.53,1438.4,1.831,2629.22,Normal
2026-03-31 18:00:00,P-102,69.09,5.172,213.56,30.07,1488.8,1.939,2629.24,Normal
2026-03-31 18:15:00,P-102,66.16,4.596,180.18,22.94,1441.7,1.861,2629.26,Normal
2026-03-31 18:30:00,P-103,64.51,4.932,205.64,27.63,1454.7,1.973,2629.27,Normal
2026-03-31 18:45:00,P-101,62.88,4.863,210.21,26.67,1483.2,2.056,2629.28,Normal
2026-03-31 19:00:00,P-101,68.88,5.169,216.08,28.26,1461.9,2.193,2629.3,Normal
2026-03-31 19:15:00,P-101,69.99,4.972,203.56,27.52,1409.4,2.26,2629.32,Normal
2026-03-31 19:30:00,P-102,68.9,4.7,203.82,26.32,1441.3,1.908,2629.33,Normal
2026-03-31 19:45:00,P-103,67.3,5.234,213.94,28.34,1438.2,2.022,2629.34,Normal
2026-03-31 20:00:00,P-103,59.97,4.571,190.17,26.87,1418.6,1.862,2629.36,Normal
2026-03-31 20:15:00,P-101,66.69,4.877,203.66,28.31,1441.4,1.765,2629.38,Normal
2026-03-31 20:30:00,P-103,65.74,4.653,201.93,26.21,1401.0,1.871,2629.39,Normal
2026-03-31 20:45:00,P-104,66.55,4.601,182.61,26.29,1455.9,1.494,2629.4,Normal
2026-03-31 21:00:00,P-104,67.67,4.635,192.39,22.63,1450.1,1.909,2629.42,Normal
2026-03-31 21:15:00,P-101,67.77,4.828,206.85,28.78,1437.3,1.545,2629.44,Normal
2026-03-31 21:30:00,P-102,63.2,4.89,194.35,26.59,1417.4,1.67,2629.45,Normal
2026-03-31 21:45:00,P-102,63.23,4.652,202.66,29.07,1475.1,2.074,2629.46,Normal
2026-03-31 22:00:00,P-101,64.46,4.82,185.08,22.33,1439.8,1.863,2629.48,Normal
2026-03-31 22:15:00,P-103,,4.953,206.54,26.38,1469.8,1.878,2629.5,Normal
2026-03-31 22:30:00,P-104,66.24,4.723,188.04,23.25,1447.7,1.693,2629.51,Normal
2026-03-31 22:45:00,P-104,59.85,4.75,190.3,24.03,1476.3,1.667,2629.52,Normal
2026-03-31 23:00:00,P-102,64.66,4.762,185.81,28.26,1460.5,1.716,2629.54,Normal
2026-03-31 23:15:00,P-101,64.33,4.936,189.78,25.41,1452.0,1.966,2629.56,Normal
2026-03-31 23:30:00,P-104,62.62,4.515,194.53,26.53,1434.9,1.771,2629.57,Normal
2026-03-31 23:45:00,P-103,59.97,4.721,173.49,24.76,1473.4,1.381,2629.58,Normal
2026-04-01 00:00:00,P-104,58.76,4.69,206.78,24.61,1446.3,1.631,2629.6,Normal
2026-04-01 00:15:00,P-102,62.72,4.956,201.68,27.04,1435.3,1.758,2629.62,Normal
2026-04-01 00:30:00,P-103,60.52,4.576,176.0,24.24,1447.2,1.719,2629.63,Normal
2026-04-01 00:45:00,P-102,62.81,4.625,173.74,22.87,1449.2,1.641,2629.64,Normal
2026-04-01 01:00:00,P-101,60.6,4.568,188.46,26.31,1465.7,1.646,2629.66,Normal
2026-04-01 01:15:00,P-101,62.43,4.481,183.99,26.85,1416.1,1.9,2629.68,Normal
2026-04-01 01:30:00,P-104,58.64,4.695,180.75,26.24,1492.9,1.449,2629.69,Normal
2026-04-01 01:45:00,P-101,63.03,4.95,193.45,27.1,1458.3,1.718,2629.7,Normal
2026-04-01 02:00:00,P-104,56.03,4.759,176.44,26.08,1449.7,1.938,2629.72,Normal
2026-04-01 02:15:00,P-104,65.63,4.785,186.45,26.98,1458.0,1.911,2629.74,Normal
2026-04-01 02:30:00,P-104,60.77,4.85,187.65,25.04,1422.4,1.783,2629.75,Normal
2026-04-01 02:45:00,P-104,56.26,4.852,203.26,26.52,1452.2,2.102,2629.76,Normal
2026-04-01 03:00:00,P-104,59.46,4.855,191.18,25.65,1461.7,1.901,2629.78,Normal
2026-04-01 03:15:00,P-101,57.92,4.611,185.91,23.03,1444.7,1.8,2629.8,Normal
2026-04-01 03:30:00,P-102,58.39,4.66,191.76,23.79,1459.4,1.907,2629.81,Normal
2026-04-01 03:45:00,P-103,60.2,4.81,201.45,27.37,1464.3,1.961,2629.82,Normal
2026-04-01 04:00:00,P-102,58.38,4.668,197.05,24.89,1436.9,2.062,2629.84,Normal
2026-04-01 04:15:00,P-102,57.64,4.702,185.92,25.94,1472.5,1.757,2629.86,Normal
2026-04-01 04:30:00,P-104,58.86,4.893,209.65,29.22,1448.9,1.906,2629.87,Normal
2026-04-01 04:45:00,P-101,63.28,4.86,211.76,29.67,1484.3,1.999,2629.88,Normal
2026-04-01 05:00:00,P-102,63.19,4.85,208.57,26.33,1473.6,1.915,2629.9,Normal
2026-04-01 05:15:00,P-102,60.62,4.962,206.19,28.16,1457.3,2.297,2629.92,Normal
2026-04-01 05:30:00,P-101,61.1,4.82,214.52,27.06,1435.4,2.062,2629.93,Normal
2026-04-01 05:45:00,P-101,59.09,5.057,211.31,31.02,1448.0,1.874,2629.94,Normal
2026-04-01 06:00:00,P-104,61.8,4.965,214.39,32.97,1468.1,1.748,2629.96,Normal
2026-04-01 06:15:00,P-102,59.35,4.777,190.58,26.11,1439.9,2.118,2629.98,Normal
2026-04-01 06:30:00,P-101,60.58,4.904,215.76,30.25,1457.8,1.922,2629.99,Normal
2026-04-01 06:45:00,P-101,62.72,5.195,215.92,30.85,1459.8,2.106,2630.0,Normal
2026-04-01 07:00:00,P-102,61.81,5.118,210.53,30.02,1448.0,1.999,2630.02,Normal
2026-04-01 07:15:00,P-102,59.34,4.934,217.28,32.85,1435.2,2.185,2630.04,Normal
2026-04-01 07:30:00,P-102,65.06,5.204,228.16,32.94,1478.8,1.994,2630.05,Normal
2026-04-01 07:45:00,P-102,61.52,5.27,219.18,32.77,1458.6,2.086,2630.06,Normal
2026-04-01 08:00:00,P-101,67.09,5.127,238.39,36.29,1444.6,2.062,2630.08,Normal
2026-04-01 08:15:00,P-101,64.15,5.117,233.51,35.68,1435.8,2.648,2630.1,Normal
2026-04-01 08:30:00,P-104,66.6,5.212,229.63,32.54,1466.2,1.947,2630.11,Normal
2026-04-01 08:45:00,P-103,64.95,4.973,227.25,32.75,1448.8,2.188,2630.12,Normal
2026-04-01 09:00:00,P-101,60.65,4.811,215.0,28.05,1467.6,2.448,2630.14,Normal
2026-04-01 09:15:00,P-103,61.0,5.022,228.77,33.48,1433.4,2.293,2630.16,Normal
2026-04-01 09:30:00,P-102,60.31,5.152,214.63,30.87,1455.4,2.038,2630.17,Normal
2026-04-01 09:45:00,P-103,64.63,5.131,233.59,34.65,1441.4,2.173,2630.18,Normal
2026-04-01 10:00:00,P-103,63.89,5.183,235.05,35.53,1481.3,1.999,2630.2,Normal
2026-04-01 10:15:00,P-104,62.96,5.185,235.65,33.37,1456.6,2.486,2630.22,Normal
2026-04-01 10:30:00,P-101,66.9,5.483,254.22,34.55,1432.1,2.189,2630.23,Normal
2026-04-01 10:45:00,P-102,64.06,5.12,233.92,34.34,1466.8,2.136,2630.24,Normal
2026-04-01 11:00:00,P-103,68.08,5.267,251.75,39.41,1472.2,2.133,2630.26,Normal
2026-04-01 11:15:00,P-103,62.43,5.082,239.35,35.37,1443.9,2.114,2630.28,Normal
2026-04-01 11:30:00,P-102,65.57,5.203,221.45,30.98,1435.4,2.092,2630.29,Normal
2026-04-01 11:45:00,P-104,65.32,5.281,237.14,34.82,1410.3,2.322,2630.3,Normal
2026-04-01 12:00:00,P-102,67.2,5.356,237.75,36.36,1469.8,2.186,2630.32,Normal
2026-04-01 12:15:00,P-102,67.75,5.141,242.49,34.7,1418.4,2.392,2630.34,Normal
2026-04-01 12:30:00,P-102,64.19,5.125,231.93,32.18,1449.1,1.69,2630.35,Normal
2026-04-01 12:45:00,P-103,64.75,5.499,231.57,34.13,1418.9,2.391,2630.36,Normal
2026-04-01 13:00:00,P-101,69.31,5.18,227.31,34.11,1482.4,1.903,2630.38,Normal
2026-04-01 13:15:00,P-103,64.63,5.118,230.36,35.11,1474.0,2.262,2630.4,Normal
2026-04-01 13:30:00,P-102,68.18,5.29,239.3,36.08,1455.4,1.635,2630.41,Normal
2026-04-01 13:45:00,P-102,65.66,5.333,229.56,34.95,1468.9,2.192,2630.42,Normal
2026-04-01 14:00:00,P-103,62.99,5.37,238.02,35.35,1447.6,2.376,2630.44,Normal
2026-04-01 14:15:00,P-103,63.14,,223.95,31.45,1435.2,1.958,2630.46,Normal
2026-04-01 14:30:00,P-104,68.21,5.222,236.54,37.38,1419.8,2.201,2630.47,Normal
2026-04-01 14:45:00,P-101,66.63,5.015,226.27,31.89,1464.3,2.2,2630.48,Normal
2026-04-01 15:00:00,P-103,66.04,4.948,220.86,30.77,1431.8,2.156,2630.5,Normal
2026-04-01 15:15:00,P-101,67.87,4.891,223.38,31.06,1495.5,1.745,2630.52,Normal
2026-04-01 15:30:00,P-102,67.36,5.352,229.94,32.59,1430.0,2.27,2630.53,Normal
2026-04-01 15:45:00,P-104,65.9,5.179,241.34,32.37,1468.2,2.46,2630.54,Normal
2026-04-01 16:00:00,P-103,67.32,5.009,219.79,29.45,1473.0,2.253,2630.56,Normal
2026-04-01 16:15:00,P-104,66.51,5.008,226.84,30.83,1425.9,1.81,2630.58,Normal
2026-04-01 16:30:00,P-103,65.1,5.044,213.78,30.94,1441.9,1.841,2630.59,Normal
2026-04-01 16:45:00,P-104,68.1,5.161,224.59,32.2,1445.9,2.086,2630.6,Normal
2026-04-01 17:00:00,P-101,66.26,4.941,209.59,32.2,1512.7,2.103,2630.62,Normal
2026-04-01 17:15:00,P-103,64.67,5.111,218.89,29.42,1445.6,2.14,2630.64,Normal
2026-04-01 17:30:00,P-104,64.83,4.956,206.48,27.24,1429.5,1.78,2630.65,Normal
2026-04-01 17:45:00,P-101,68.97,4.913,215.09,29.14,1458.9,1.944,2630.66,Normal
2026-04-01 18:00:00,P-101,70.4,4.996,214.95,29.94,1431.1,1.903,2630.68,Normal
2026-04-01 18:15:00,P-103,66.71,5.091,208.37,29.7,1448.9,1.792,2630.7,Normal
2026-04-01 18:30:00,P-104,65.58,4.849,194.0,27.0,1441.8,1.985,2630.71,Normal
2026-04-01 18:45:00,P-104,63.97,4.879,219.43,31.01,1459.3,2.006,2630.72,Normal
2026-04-01 19:00:00,P-103,69.15,4.97,198.88,27.29,1439.9,1.98,2630.74,Normal
2026-04-01 19:15:00,P-104,69.33,4.924,219.79,30.25,1437.5,1.904,2630.76,Normal
2026-04-01 19:30:00,P-102,68.56,5.097,214.52,30.85,1469.4,2.116,2630.77,Normal
2026-04-01 19:45:00,P-104,60.55,4.554,191.11,28.53,1455.2,1.701,2630.78,Normal
2026-04-01 20:00:00,P-101,64.09,4.656,179.21,27.44,1450.5,1.718,2630.8,Normal
2026-04-01 20:15:00,P-103,66.97,5.165,217.8,31.53,1415.4,1.818,2630.82,Normal
2026-04-01 20:30:00,P-102,66.88,4.841,202.71,27.1,1461.2,1.945,2630.83,Normal
2026-04-01 20:45:00,P-103,63.58,4.835,182.18,25.3,1441.5,2.168,2630.84,Normal
2026-04-01 21:00:00,P-104,65.04,4.757,202.22,28.24,1455.0,1.976,2630.86,Normal
2026-04-01 21:15:00,P-102,66.51,4.872,194.35,28.97,1416.8,1.869,2630.88,Normal
2026-04-01 21:30:00,P-101,63.81,4.874,197.88,29.0,1455.0,1.88,2630.89,Normal
2026-04-01 21:45:00,P-103,62.29,4.715,182.93,23.91,1453.5,,2630.9,Normal
2026-04-01 22:00:00,P-101,64.67,5.01,194.06,26.63,1445.9,2.042,2630.92,Normal
2026-04-01 22:15:00,P-102,65.65,4.778,176.74,23.97,1434.1,1.822,2630.94,Normal
2026-04-01 22:30:00,P-101,65.96,4.876,184.95,27.62,1471.0,1.552,2630.95,Normal
2026-04-01 22:45:00,P-102,65.74,4.809,189.2,25.57,1436.6,2.004,2630.96,Normal
2026-04-01 23:00:00,P-103,63.61,4.625,188.91,25.89,1466.4,1.666,2630.98,Normal
2026-04-01 23:15:00,P-103,66.19,4.635,182.08,23.45,1468.8,1.677,2631.0,Normal
2026-04-01 23:30:00,P-101,58.79,4.496,184.1,25.61,1435.0,1.859,2631.01,Normal
2026-04-01 23:45:00,P-104,66.34,4.47,178.65,22.05,1463.5,1.641,2631.02,Normal
2026-04-02 00:00:00,P-101,67.95,4.665,194.24,26.31,1442.3,2.251,2631.04,Normal
2026-04-02 00:15:00,P-101,64.68,,198.6,26.63,1461.5,1.847,2631.06,Normal
2026-04-02 00:30:00,P-103,63.5,4.505,183.95,23.48,1433.2,1.882,2631.07,Normal
2026-04-02 00:45:00,P-101,62.43,4.75,192.3,26.62,1447.9,1.559,2631.08,Normal
2026-04-02 01:00:00,P-104,61.8,4.73,196.01,25.8,1451.4,1.721,2631.1,Normal
2026-04-02 01:15:00,P-101,60.39,4.579,196.8,22.38,1449.5,1.786,2631.12,Normal
2026-04-02 01:30:00,P-102,60.12,4.766,176.71,22.85,1456.9,1.902,2631.13,Normal
2026-04-02 01:45:00,P-103,61.53,4.452,176.21,23.07,1435.4,1.547,2631.14,Normal
2026-04-02 02:00:00,P-104,61.58,4.8,177.19,25.94,1440.1,1.993,2631.16,Normal
2026-04-02 02:15:00,P-104,63.7,4.282,177.26,21.11,1462.8,1.725,2631.18,Normal
2026-04-02 02:30:00,P-103,62.65,4.865,199.72,30.42,1442.6,1.981,2631.19,Normal
2026-04-02 02:45:00,P-104,58.14,4.656,208.41,27.72,1441.0,1.733,2631.2,Normal
2026-04-02 03:00:00,P-103,64.6,4.698,208.4,25.95,1434.8,1.677,2631.22,Normal
2026-04-02 03:15:00,P-102,56.3,4.812,176.8,22.77,1441.7,1.338,2631.24,Normal
2026-04-02 03:30:00,P-101,58.04,4.6,173.81,23.27,1431.5,1.815,2631.25,Normal
2026-04-02 03:45:00,P-103,61.47,4.687,201.75,27.42,1463.1,1.993,2631.26,Normal
2026-04-02 04:00:00,P-104,63.54,5.071,226.63,29.5,1441.9,1.943,2631.28,Normal
2026-04-02 04:15:00,P-101,57.03,4.745,188.98,26.34,1430.5,1.573,2631.3,Normal
2026-04-02 04:30:00,P-103,59.98,4.963,219.4,27.92,1446.3,1.863,2631.31,Normal
2026-04-02 04:45:00,P-102,57.16,4.73,191.09,28.24,1424.9,1.961,2631.32,Normal
2026-04-02 05:00:00,P-104,62.3,4.801,199.03,28.73,1434.6,1.97,2631.34,Normal
2026-04-02 05:15:00,P-103,,4.932,218.99,30.15,1474.4,2.139,2631.36,Normal
2026-04-02 05:30:00,P-104,57.97,4.999,211.25,28.21,1430.4,1.645,2631.37,Normal
2026-04-02 05:45:00,P-104,62.6,4.863,204.61,27.43,1447.4,1.854,2631.38,Normal
2026-04-02 06:00:00,P-102,64.43,4.972,226.2,32.39,1489.7,2.047,2631.4,Normal
2026-04-02 06:15:00,P-103,59.78,5.011,219.77,28.57,1454.5,2.108,2631.42,Normal
2026-04-02 06:30:00,P-101,57.9,5.113,230.58,33.21,1440.8,1.96,2631.43,Normal
2026-04-02 06:45:00,P-104,58.41,5.03,208.31,29.73,1414.2,2.07,2631.44,Normal
2026-04-02 07:00:00,P-102,61.46,5.109,225.94,32.77,1453.0,1.94,2631.46,Normal
2026-04-02 07:15:00,P-102,65.26,5.072,227.73,32.42,1436.2,2.093,2631.48,Normal
2026-04-02 07:30:00,P-104,61.89,5.163,227.58,32.76,1460.0,2.022,2631.49,Normal
2026-04-02 07:45:00,P-101,59.8,4.98,227.23,30.83,1437.8,2.004,2631.5,Normal
2026-04-02 08:00:00,P-104,61.92,5.166,217.15,32.88,1455.0,2.474,2631.52,Normal
2026-04-02 08:15:00,P-103,59.36,5.122,229.18,29.44,1476.0,2.02,2631.54,Normal
